trade_date,close_im0,close_im1,close_im2,close_im3,price_spread_im0_im1,price_spread_im0_im2,price_spread_im0_im3,price_spread_im1_im2,price_spread_im1_im3,price_spread_im2_im3
2025-05-30,5966.0,5877.2,5719.8,5551.2,88.80000000000018,246.19999999999982,414.8000000000002,157.39999999999964,326.0,168.60000000000036
2025-05-29,6031.0,5941.8,5785.2,5618.0,89.19999999999982,245.80000000000018,413.0,156.60000000000036,323.8000000000002,167.19999999999982
2025-05-28,5899.0,5809.2,5655.0,5481.2,89.80000000000018,244.0,417.8000000000002,154.19999999999982,328.0,173.80000000000018
2025-05-27,5915.0,5823.4,5666.8,5487.0,91.60000000000036,248.19999999999982,428.0,156.59999999999945,336.39999999999964,179.80000000000018
2025-05-26,5925.0,5833.4,5669.8,5495.0,91.60000000000036,255.19999999999982,430.0,163.59999999999945,338.39999999999964,174.80000000000018
2025-05-23,5872.0,5780.0,5633.8,5468.2,92.0,238.19999999999982,403.8000000000002,146.19999999999982,311.8000000000002,165.60000000000036
2025-05-22,5950.0,5859.4,5708.2,5541.6,90.60000000000036,241.80000000000018,408.39999999999964,151.19999999999982,317.7999999999993,166.59999999999945
2025-05-21,6000.6,5909.4,5758.0,5591.0,91.20000000000073,242.60000000000036,409.60000000000036,151.39999999999964,318.39999999999964,167.0
2025-05-20,6019.4,5926.0,5776.4,5607.6,93.39999999999964,243.0,411.7999999999993,149.60000000000036,318.39999999999964,168.79999999999927
2025-05-19,5975.4,5892.0,5749.0,5589.0,83.39999999999964,226.39999999999964,386.39999999999964,143.0,303.0,160.0
2025-05-16,6081.4,5933.8,5730.0,5580.2,147.59999999999945,351.39999999999964,501.1999999999998,203.80000000000018,353.60000000000036,149.80000000000018
2025-05-15,6058.2,5949.0,5750.8,5604.6,109.19999999999982,307.39999999999964,453.59999999999945,198.19999999999982,344.39999999999964,146.19999999999982
2025-05-14,6156.6,6043.0,5847.0,5702.0,113.60000000000036,309.60000000000036,454.60000000000036,196.0,341.0,145.0
2025-05-13,6126.8,5996.6,5802.2,5660.0,130.19999999999982,324.60000000000036,466.8000000000002,194.40000000000055,336.60000000000036,142.19999999999982
2025-05-12,6151.6,6037.0,5843.4,5702.2,114.60000000000036,308.2000000000007,449.40000000000055,193.60000000000036,334.8000000000002,141.19999999999982
2025-05-09,6056.2,5945.2,5759.6,5620.8,111.0,296.59999999999945,435.39999999999964,185.59999999999945,324.39999999999964,138.80000000000018
2025-05-08,6127.6,6018.8,5830.0,5692.2,108.80000000000018,297.60000000000036,435.40000000000055,188.80000000000018,326.60000000000036,137.80000000000018
2025-05-07,6065.2,5955.2,5774.0,5640.0,110.0,291.1999999999998,425.1999999999998,181.19999999999982,315.1999999999998,134.0
2025-05-06,6059.6,5953.2,5774.0,5640.0,106.40000000000055,285.60000000000036,419.60000000000036,179.19999999999982,313.1999999999998,134.0
2025-04-30,5905.4,5801.4,5627.6,5500.6,104.0,277.7999999999993,404.7999999999993,173.79999999999927,300.7999999999993,127.0
2025-04-29,5868.0,5773.6,5610.0,5478.2,94.39999999999964,258.0,389.8000000000002,163.60000000000036,295.40000000000055,131.80000000000018
2025-04-28,5828.2,5729.0,5571.4,5445.8,99.19999999999982,256.8000000000002,382.39999999999964,157.60000000000036,283.1999999999998,125.59999999999945
2025-04-25,5885.0,5786.6,5624.8,5500.0,98.39999999999964,260.1999999999998,385.0,161.80000000000018,286.60000000000036,124.80000000000018
2025-04-24,5866.0,5767.4,5604.0,5474.2,98.60000000000036,262.0,391.8000000000002,163.39999999999964,293.1999999999998,129.80000000000018
2025-04-23,5915.8,5820.0,5652.2,5525.0,95.80000000000018,263.60000000000036,390.8000000000002,167.80000000000018,295.0,127.19999999999982
2025-04-22,5870.0,5769.6,5599.6,5465.6,100.39999999999964,270.39999999999964,404.39999999999964,170.0,304.0,134.0
2025-04-21,5867.4,5770.0,5601.2,5470.6,97.39999999999964,266.1999999999998,396.7999999999993,168.80000000000018,299.39999999999964,130.59999999999945
2025-04-18,5826.4,5738.2,5642.0,5477.0,88.19999999999982,184.39999999999964,349.39999999999964,96.19999999999982,261.1999999999998,165.0
2025-04-17,5845.8,5749.8,5653.8,5488.0,96.0,192.0,357.8000000000002,96.0,261.8000000000002,165.80000000000018
2025-04-16,5819.8,5713.8,5603.0,5434.4,106.0,216.80000000000018,385.40000000000055,110.80000000000018,279.40000000000055,168.60000000000036
2025-04-15,5888.0,5793.0,5680.4,5508.8,95.0,207.60000000000036,379.1999999999998,112.60000000000036,284.1999999999998,171.59999999999945
2025-04-14,5879.8,5794.0,5693.0,5522.8,85.80000000000018,186.80000000000018,357.0,101.0,271.1999999999998,170.19999999999982
2025-04-11,5835.0,5763.2,5672.2,5511.0,71.80000000000018,162.80000000000018,324.0,91.0,252.19999999999982,161.19999999999982
2025-04-10,5744.8,5666.2,5578.2,5419.0,78.60000000000036,166.60000000000036,325.8000000000002,88.0,247.19999999999982,159.19999999999982
2025-04-09,5594.2,5514.0,5429.6,5274.4,80.19999999999982,164.59999999999945,319.8000000000002,84.39999999999964,239.60000000000036,155.20000000000073
2025-04-08,5462.4,5394.0,5313.6,5157.4,68.39999999999964,148.79999999999927,305.0,80.39999999999964,236.60000000000036,156.20000000000073
2025-04-07,5554.0,5496.8,5432.6,5277.6,57.19999999999982,121.39999999999964,276.39999999999964,64.19999999999982,219.19999999999982,155.0
2025-04-03,6168.4,6106.8,6031.8,5862.6,61.599999999999454,136.59999999999945,305.7999999999993,75.0,244.19999999999982,169.19999999999982
2025-04-02,6239.0,6174.6,6100.0,5928.6,64.39999999999964,139.0,310.39999999999964,74.60000000000036,246.0,171.39999999999964
2025-04-01,6204.0,6143.0,6064.2,5891.0,61.0,139.80000000000018,313.0,78.80000000000018,252.0,173.19999999999982
2025-03-31,6184.0,6126.2,6049.0,5878.2,57.80000000000018,135.0,305.8000000000002,77.19999999999982,248.0,170.80000000000018
2025-03-28,6212.6,6162.0,6078.4,5915.0,50.600000000000364,134.20000000000073,297.60000000000036,83.60000000000036,247.0,163.39999999999964
2025-03-27,6281.4,6223.2,6143.4,5977.2,58.19999999999982,138.0,304.1999999999998,79.80000000000018,246.0,166.19999999999982
2025-03-26,6261.8,6205.4,6129.4,5967.6,56.400000000000546,132.40000000000055,294.1999999999998,76.0,237.79999999999927,161.79999999999927
2025-03-25,6250.8,6192.6,6115.6,5953.0,58.19999999999982,135.19999999999982,297.8000000000002,77.0,239.60000000000036,162.60000000000036
2025-03-24,6280.0,6224.2,6142.8,5978.0,55.80000000000018,137.19999999999982,302.0,81.39999999999964,246.19999999999982,164.80000000000018
2025-03-21,6414.2,6318.2,6177.4,6010.8,96.0,236.80000000000018,403.39999999999964,140.80000000000018,307.39999999999964,166.59999999999945
2025-03-20,6534.2,6452.4,6307.2,6138.0,81.80000000000018,227.0,396.1999999999998,145.19999999999982,314.39999999999964,169.19999999999982
2025-03-19,6550.0,6479.4,6339.2,6165.0,70.60000000000036,210.80000000000018,385.0,140.19999999999982,314.39999999999964,174.19999999999982
2025-03-18,6577.0,6505.2,6369.4,6195.8,71.80000000000018,207.60000000000036,381.1999999999998,135.80000000000018,309.39999999999964,173.59999999999945
2025-03-17,6543.4,6471.6,6337.6,6166.4,71.79999999999927,205.79999999999927,377.0,134.0,305.2000000000007,171.20000000000073
2025-03-14,6562.8,6501.0,6368.2,6210.0,61.80000000000018,194.60000000000036,352.8000000000002,132.80000000000018,291.0,158.19999999999982
2025-03-13,6426.0,6355.0,6210.8,6050.4,71.0,215.19999999999982,375.60000000000036,144.19999999999982,304.60000000000036,160.40000000000055
2025-03-12,6513.8,6433.4,6284.0,6116.0,80.40000000000055,229.80000000000018,397.8000000000002,149.39999999999964,317.39999999999964,168.0
2025-03-11,6490.0,6415.0,6269.4,6102.4,75.0,220.60000000000036,387.60000000000036,145.60000000000036,312.60000000000036,167.0
2025-03-10,6427.4,6362.8,6220.8,6055.0,64.59999999999945,206.59999999999945,372.39999999999964,142.0,307.8000000000002,165.80000000000018
2025-03-07,6452.8,6395.0,6254.8,6091.8,57.80000000000018,198.0,361.0,140.19999999999982,303.1999999999998,163.0
2025-03-06,6475.8,6420.6,6287.8,6130.0,55.19999999999982,188.0,345.8000000000002,132.80000000000018,290.60000000000036,157.80000000000018
2025-03-05,6313.0,6259.8,6129.6,5976.6,53.19999999999982,183.39999999999964,336.39999999999964,130.19999999999982,283.1999999999998,153.0
2025-03-04,6279.2,6227.0,6107.2,5958.6,52.19999999999982,172.0,320.59999999999945,119.80000000000018,268.39999999999964,148.59999999999945
2025-03-03,6215.4,6168.8,6049.0,5906.0,46.599999999999454,166.39999999999964,309.39999999999964,119.80000000000018,262.8000000000002,143.0
2025-02-28,6230.4,6179.6,6060.0,5917.0,50.79999999999927,170.39999999999964,313.39999999999964,119.60000000000036,262.60000000000036,143.0
2025-02-27,6415.0,6361.8,6238.6,6093.0,53.19999999999982,176.39999999999964,322.0,123.19999999999982,268.8000000000002,145.60000000000036
2025-02-26,6420.8,6366.6,6248.2,6093.6,54.19999999999982,172.60000000000036,327.1999999999998,118.40000000000055,273.0,154.59999999999945
2025-02-25,6355.4,6310.6,6195.8,6054.0,44.79999999999927,159.59999999999945,301.39999999999964,114.80000000000018,256.60000000000036,141.80000000000018
2025-02-24,6366.6,6319.8,6215.6,6080.8,46.80000000000018,151.0,285.8000000000002,104.19999999999982,239.0,134.80000000000018
2025-02-21,6442.0,6399.0,6253.6,6120.0,43.0,188.39999999999964,322.0,145.39999999999964,279.0,133.60000000000036
2025-02-20,6310.0,6254.4,6113.4,5983.0,55.600000000000364,196.60000000000036,327.0,141.0,271.39999999999964,130.39999999999964
2025-02-19,6279.8,6240.0,6101.6,5967.8,39.80000000000018,178.19999999999982,312.0,138.39999999999964,272.1999999999998,133.80000000000018
2025-02-18,6151.6,6110.2,5973.4,5843.4,41.400000000000546,178.20000000000073,308.2000000000007,136.80000000000018,266.8000000000002,130.0
2025-02-17,6262.8,6219.2,6081.6,5949.0,43.600000000000364,181.19999999999982,313.8000000000002,137.59999999999945,270.1999999999998,132.60000000000036
2025-02-14,6240.2,6205.2,6071.8,5944.6,35.0,168.39999999999964,295.59999999999945,133.39999999999964,260.59999999999945,127.19999999999982
2025-02-13,6215.6,6175.0,6045.8,5918.2,40.600000000000364,169.80000000000018,297.40000000000055,129.19999999999982,256.8000000000002,127.60000000000036
2025-02-12,6268.0,6223.0,6096.0,5970.0,45.0,172.0,298.0,127.0,253.0,126.0
2025-02-11,6179.8,6133.2,6005.6,5888.8,46.600000000000364,174.19999999999982,291.0,127.59999999999945,244.39999999999964,116.80000000000018
2025-02-10,6181.8,6143.6,6017.2,5900.0,38.19999999999982,164.60000000000036,281.8000000000002,126.40000000000055,243.60000000000036,117.19999999999982
2025-02-07,6127.8,6095.4,5971.8,5853.0,32.400000000000546,156.0,274.8000000000002,123.59999999999945,242.39999999999964,118.80000000000018
2025-02-06,6024.0,5988.6,5864.6,5748.0,35.399999999999636,159.39999999999964,276.0,124.0,240.60000000000036,116.60000000000036
2025-02-05,5866.0,5832.2,5712.0,5597.0,33.80000000000018,154.0,269.0,120.19999999999982,235.19999999999982,115.0
2025-01-27,5825.8,5790.6,5676.2,5563.2,35.19999999999982,149.60000000000036,262.60000000000036,114.40000000000055,227.40000000000055,113.0
2025-01-24,5945.0,5920.0,5795.4,5681.0,25.0,149.60000000000036,264.0,124.60000000000036,239.0,114.39999999999964
2025-01-23,5809.0,5776.2,5657.0,5540.8,32.80000000000018,152.0,268.1999999999998,119.19999999999982,235.39999999999964,116.19999999999982
2025-01-22,5843.0,5806.6,5685.0,5577.8,36.399999999999636,158.0,265.1999999999998,121.60000000000036,228.80000000000018,107.19999999999982
2025-01-21,5881.6,5845.6,5721.0,5610.8,36.0,160.60000000000036,270.8000000000002,124.60000000000036,234.80000000000018,110.19999999999982
2025-01-20,5848.6,5816.4,5695.6,5579.8,32.20000000000073,153.0,268.8000000000002,120.79999999999927,236.59999999999945,115.80000000000018
2025-01-17,5851.8,5811.8,5778.0,5655.4,40.0,73.80000000000018,196.40000000000055,33.80000000000018,156.40000000000055,122.60000000000036
2025-01-16,5797.0,5753.0,5720.4,5595.8,44.0,76.60000000000036,201.19999999999982,32.600000000000364,157.19999999999982,124.59999999999945
2025-01-15,5775.4,5737.0,5702.4,5578.0,38.399999999999636,73.0,197.39999999999964,34.600000000000364,159.0,124.39999999999964
2025-01-14,5819.0,5784.0,5747.6,5624.6,35.0,71.39999999999964,194.39999999999964,36.399999999999636,159.39999999999964,123.0
2025-01-13,5557.6,5516.0,5480.8,5362.8,41.600000000000364,76.80000000000018,194.80000000000018,35.19999999999982,153.19999999999982,118.0
2025-01-10,5530.4,5491.4,5456.0,5333.2,39.0,74.39999999999964,197.19999999999982,35.399999999999636,158.19999999999982,122.80000000000018
2025-01-09,5640.2,5602.0,5561.2,5438.4,38.19999999999982,79.0,201.80000000000018,40.80000000000018,163.60000000000036,122.80000000000018
2025-01-08,5639.6,5602.8,5565.4,5442.0,36.80000000000018,74.20000000000073,197.60000000000036,37.400000000000546,160.80000000000018,123.39999999999964
2025-01-07,5672.8,5635.0,5599.0,5474.6,37.80000000000018,73.80000000000018,198.19999999999982,36.0,160.39999999999964,124.39999999999964
2025-01-06,5597.2,5562.8,5527.2,5404.6,34.399999999999636,70.0,192.59999999999945,35.600000000000364,158.19999999999982,122.59999999999945
2025-01-03,5625.0,5590.0,5553.4,5433.2,35.0,71.60000000000036,191.80000000000018,36.600000000000364,156.80000000000018,120.19999999999982
2025-01-02,5778.0,5740.8,5699.4,5570.2,37.19999999999982,78.60000000000036,207.80000000000018,41.400000000000546,170.60000000000036,129.19999999999982
2024-12-31,5926.4,5886.4,5848.6,5722.8,40.0,77.79999999999927,203.59999999999945,37.79999999999927,163.59999999999945,125.80000000000018
2024-12-30,6133.6,6095.8,6057.8,5926.6,37.80000000000018,75.80000000000018,207.0,38.0,169.19999999999982,131.19999999999982
2024-12-27,6143.6,6108.0,6067.4,5936.2,35.600000000000364,76.20000000000073,207.40000000000055,40.600000000000364,171.80000000000018,131.19999999999982
2024-12-26,6131.0,6094.4,6052.8,5923.2,36.600000000000364,78.19999999999982,207.80000000000018,41.599999999999454,171.19999999999982,129.60000000000036
2024-12-25,6080.0,6041.2,6001.8,5871.4,38.80000000000018,78.19999999999982,208.60000000000036,39.399999999999636,169.80000000000018,130.40000000000055
2024-12-24,6130.2,6091.2,6053.4,5919.2,39.0,76.80000000000018,211.0,37.80000000000018,172.0,134.19999999999982
2024-12-23,6063.0,6027.4,5987.0,5853.2,35.600000000000364,76.0,209.80000000000018,40.399999999999636,174.19999999999982,133.80000000000018
2024-12-20,6278.4,6226.2,6141.2,6005.8,52.19999999999982,137.19999999999982,272.59999999999945,85.0,220.39999999999964,135.39999999999964
2024-12-19,6218.0,6180.6,6096.8,5963.0,37.399999999999636,121.19999999999982,255.0,83.80000000000018,217.60000000000036,133.80000000000018
2024-12-18,6189.8,6151.0,6066.6,5931.0,38.80000000000018,123.19999999999982,258.8000000000002,84.39999999999964,220.0,135.60000000000036
2024-12-17,6143.6,6105.4,6022.0,5887.2,38.20000000000073,121.60000000000036,256.40000000000055,83.39999999999964,218.19999999999982,134.80000000000018
2024-12-16,6263.4,6227.0,6142.0,6000.4,36.399999999999636,121.39999999999964,263.0,85.0,226.60000000000036,141.60000000000036
2024-12-13,6359.0,6321.0,6236.2,6099.0,38.0,122.80000000000018,260.0,84.80000000000018,222.0,137.19999999999982
2024-12-12,6477.8,6444.8,6364.6,6230.2,33.0,113.19999999999982,247.60000000000036,80.19999999999982,214.60000000000036,134.40000000000055
2024-12-11,6430.2,6394.4,6317.8,6188.4,35.80000000000018,112.39999999999964,241.80000000000018,76.59999999999945,206.0,129.40000000000055
2024-12-10,6358.2,6317.8,6246.0,6117.0,40.399999999999636,112.19999999999982,241.19999999999982,71.80000000000018,200.80000000000018,129.0
2024-12-09,6264.0,6226.8,6147.4,6018.4,37.19999999999982,116.60000000000036,245.60000000000036,79.40000000000055,208.40000000000055,129.0
2024-12-06,6333.6,6293.6,6220.0,6090.0,40.0,113.60000000000036,243.60000000000036,73.60000000000036,203.60000000000036,130.0
2024-12-05,6255.6,6218.8,6138.8,6010.0,36.80000000000018,116.80000000000018,245.60000000000036,80.0,208.80000000000018,128.80000000000018
2024-12-04,6171.8,6135.4,6061.8,5937.2,36.400000000000546,110.0,234.60000000000036,73.59999999999945,198.19999999999982,124.60000000000036
2024-12-03,6265.4,6232.2,6156.0,6032.0,33.19999999999982,109.39999999999964,233.39999999999964,76.19999999999982,200.19999999999982,124.0
2024-12-02,6266.8,6232.4,6159.6,6030.8,34.400000000000546,107.19999999999982,236.0,72.79999999999927,201.59999999999945,128.80000000000018
2024-11-29,6156.0,6122.4,6049.0,5925.4,33.600000000000364,107.0,230.60000000000036,73.39999999999964,197.0,123.60000000000036
2024-11-28,6036.8,6004.0,5926.0,5797.0,32.80000000000018,110.80000000000018,239.80000000000018,78.0,207.0,129.0
2024-11-27,6086.8,6053.6,5979.8,5862.0,33.19999999999982,107.0,224.80000000000018,73.80000000000018,191.60000000000036,117.80000000000018
2024-11-26,5914.0,5877.4,5798.4,5674.8,36.600000000000364,115.60000000000036,239.19999999999982,79.0,202.59999999999945,123.59999999999945
2024-11-25,5992.8,5957.8,5876.8,5752.6,35.0,116.0,240.19999999999982,81.0,205.19999999999982,124.19999999999982
2024-11-22,5951.2,5916.6,5838.2,5707.4,34.599999999999454,113.0,243.80000000000018,78.40000000000055,209.20000000000073,130.80000000000018
2024-11-21,6187.2,6155.0,6079.0,5963.2,32.19999999999982,108.19999999999982,224.0,76.0,191.80000000000018,115.80000000000018
2024-11-20,6190.8,6159.2,6084.8,5972.6,31.600000000000364,106.0,218.19999999999982,74.39999999999964,186.59999999999945,112.19999999999982
2024-11-19,6093.0,6068.0,5995.8,5890.0,25.0,97.19999999999982,203.0,72.19999999999982,178.0,105.80000000000018
2024-11-18,5954.2,5928.8,5855.0,5748.8,25.399999999999636,99.19999999999982,205.39999999999964,73.80000000000018,180.0,106.19999999999982
2024-11-15,6215.6,6103.0,6002.6,5895.8,112.60000000000036,213.0,319.8000000000002,100.39999999999964,207.19999999999982,106.80000000000018
2024-11-14,6279.0,6239.6,6136.8,6022.0,39.399999999999636,142.19999999999982,257.0,102.80000000000018,217.60000000000036,114.80000000000018
2024-11-13,6445.4,6397.4,6293.2,6188.0,48.0,152.19999999999982,257.39999999999964,104.19999999999982,209.39999999999964,105.19999999999982
2024-11-12,6456.0,6407.8,6302.0,6199.0,48.19999999999982,154.0,257.0,105.80000000000018,208.80000000000018,103.0
2024-11-11,6525.6,6490.4,6390.0,6280.0,35.20000000000073,135.60000000000036,245.60000000000036,100.39999999999964,210.39999999999964,110.0
2024-11-08,6408.6,6381.8,6289.6,6184.0,26.800000000000182,119.0,224.60000000000036,92.19999999999982,197.80000000000018,105.60000000000036
2024-11-07,6408.0,6389.0,6297.0,6194.6,19.0,111.0,213.39999999999964,92.0,194.39999999999964,102.39999999999964
2024-11-06,6293.8,6268.2,6179.8,6072.2,25.600000000000364,114.0,221.60000000000036,88.39999999999964,196.0,107.60000000000036
2024-11-05,6283.4,6261.4,6173.6,6073.0,22.0,109.79999999999927,210.39999999999964,87.79999999999927,188.39999999999964,100.60000000000036
2024-11-04,6065.4,6035.8,5956.0,5852.2,29.599999999999454,109.39999999999964,213.19999999999982,79.80000000000018,183.60000000000036,103.80000000000018
2024-11-01,5917.8,5890.0,5809.0,5713.0,27.800000000000182,108.80000000000018,204.80000000000018,81.0,177.0,96.0
2024-10-31,6095.4,6063.6,5979.0,5880.0,31.799999999999272,116.39999999999964,215.39999999999964,84.60000000000036,183.60000000000036,99.0
2024-10-30,6006.0,5975.0,5894.8,5800.0,31.0,111.19999999999982,206.0,80.19999999999982,175.0,94.80000000000018
2024-10-29,5977.8,5951.0,5876.6,5780.0,26.800000000000182,101.19999999999982,197.80000000000018,74.39999999999964,171.0,96.60000000000036
2024-10-28,6069.2,6044.0,5976.6,5881.2,25.199999999999818,92.59999999999945,188.0,67.39999999999964,162.80000000000018,95.40000000000055
2024-10-25,5996.0,5979.4,5910.8,5812.8,16.600000000000364,85.19999999999982,183.19999999999982,68.59999999999945,166.59999999999945,98.0
2024-10-24,5859.0,5832.0,5763.0,5666.8,27.0,96.0,192.19999999999982,69.0,165.19999999999982,96.19999999999982
2024-10-23,5891.2,5866.2,5797.0,5700.6,25.0,94.19999999999982,190.59999999999945,69.19999999999982,165.59999999999945,96.39999999999964
2024-10-22,5873.8,5850.6,5777.8,5681.0,23.199999999999818,96.0,192.80000000000018,72.80000000000018,169.60000000000036,96.80000000000018
2024-10-21,5840.0,5822.6,5746.0,5660.2,17.399999999999636,94.0,179.80000000000018,76.60000000000036,162.40000000000055,85.80000000000018
2024-10-18,5751.0,5732.8,5728.0,5640.2,18.199999999999818,23.0,110.80000000000018,4.800000000000182,92.60000000000036,87.80000000000018
2024-10-17,5490.0,5469.2,5434.0,5340.2,20.800000000000182,56.0,149.80000000000018,35.19999999999982,129.0,93.80000000000018
2024-10-16,5527.2,5501.4,5470.4,5386.6,25.800000000000182,56.80000000000018,140.59999999999945,31.0,114.79999999999927,83.79999999999927
2024-10-15,5481.4,5452.0,5411.0,5331.0,29.399999999999636,70.39999999999964,150.39999999999964,41.0,121.0,80.0
2024-10-14,5613.0,5597.8,5557.0,5482.4,15.199999999999818,56.0,130.60000000000036,40.80000000000018,115.40000000000055,74.60000000000036
2024-10-11,5423.0,5399.0,5379.0,5308.2,24.0,44.0,114.80000000000018,20.0,90.80000000000018,70.80000000000018
2024-10-10,5664.0,5648.0,5628.8,5559.0,16.0,35.19999999999982,105.0,19.199999999999818,89.0,69.80000000000018
2024-10-09,5749.8,5745.2,5715.8,5639.2,4.600000000000364,34.0,110.60000000000036,29.399999999999636,106.0,76.60000000000036
2024-10-08,6219.8,6207.6,6184.8,6120.0,12.199999999999818,35.0,99.80000000000018,22.800000000000182,87.60000000000036,64.80000000000018
2024-09-30,5813.4,5795.6,5769.6,5683.2,17.799999999999272,43.79999999999927,130.19999999999982,26.0,112.40000000000055,86.40000000000055
2024-09-27,5362.2,5320.4,5297.2,5206.6,41.80000000000018,65.0,155.59999999999945,23.199999999999818,113.79999999999927,90.59999999999945
2024-09-26,4937.4,4901.8,4882.4,4803.8,35.599999999999454,55.0,133.59999999999945,19.400000000000546,98.0,78.59999999999945
2024-09-25,4676.4,4648.4,4615.4,4525.6,28.0,61.0,150.79999999999927,33.0,122.79999999999927,89.79999999999927
2024-09-24,4653.2,4623.2,4586.0,4494.0,30.0,67.19999999999982,159.19999999999982,37.19999999999982,129.19999999999982,92.0
2024-09-23,4437.0,4401.8,4363.0,4265.4,35.19999999999982,74.0,171.60000000000036,38.80000000000018,136.40000000000055,97.60000000000036
2024-09-20,4447.8,4422.6,4347.2,4250.0,25.199999999999818,100.60000000000036,197.80000000000018,75.40000000000055,172.60000000000036,97.19999999999982
2024-09-19,4487.4,4454.0,4379.0,4281.8,33.399999999999636,108.39999999999964,205.59999999999945,75.0,172.19999999999982,97.19999999999982
2024-09-18,4405.0,4365.6,4290.6,4194.6,39.399999999999636,114.39999999999964,210.39999999999964,75.0,171.0,96.0
2024-09-13,4416.8,4380.0,4312.0,4220.6,36.80000000000018,104.80000000000018,196.19999999999982,68.0,159.39999999999964,91.39999999999964
2024-09-12,4468.4,4429.4,4359.6,4270.6,39.0,108.79999999999927,197.79999999999927,69.79999999999927,158.79999999999927,89.0
2024-09-11,4474.8,4436.0,4366.6,4278.0,38.80000000000018,108.19999999999982,196.80000000000018,69.39999999999964,158.0,88.60000000000036
2024-09-10,4473.6,4436.0,4369.0,4281.6,37.600000000000364,104.60000000000036,192.0,67.0,154.39999999999964,87.39999999999964
